АВС/ DEF;От;До;Емкость;Оператор;Регион
800;1000000;1009999;10000;Ростелеком;Российская Федерация, кроме Чеченской Республики (ЧР)
800;1010000;1019999;10000;Ростелеком;Уральский регион
800;1080000;1080000;1;Оптимал Коммьюникейшн;Российская Федерация, кроме Чукотского автономного округа
800;1110000;1119999;10000;Научно-производственное предприятие БИЗНЕС СВЯЗЬ ХОЛДИНГ;Москва
800;1220000;1220000;1;ТЕЛЕДАЙН СИСТЕМС ЛИМИТЕД;Амурская область
800;1220022;1220022;1;ТЕЛЕДАЙН СИСТЕМС ЛИМИТЕД;Амурская область
800;1222222;1222222;1;ТЕЛЕДАЙН СИСТЕМС ЛИМИТЕД;Амурская область
800;1223344;1223344;1;ТЕЛЕДАЙН СИСТЕМС ЛИМИТЕД;Амурская область
800;1234560;1234569;10;Межрегиональный ТранзитТелеком;Российская Федерация
800;1250000;1250999;1000;ТЕЛЕКОМ ТЗ;Москва и Московская область
800;1300111;1300111;1;ИнтерКамСервис;Камчатский край
800;1419494;1419494;1;ИнтерКамСервис;Камчатский край
800;1454455;1454455;1;Ростелеком;Российская Федерация
800;1550000;1550000;1;Ростелеком;Дальневосточный регион
800;1550155;1550155;1;Ростелеком;Дальневосточный регион
800;1550800;1550800;1;Ростелеком;Дальневосточный регион
800;1551111;1551111;1;Ростелеком;Дальневосточный регион
800;1552222;1552222;1;Ростелеком;Дальневосточный регион
800;1553333;1553333;1;Ростелеком;Дальневосточный регион
800;1555555;1555555;1;Ростелеком;Дальневосточный регион
800;1556666;1556666;1;Ростелеком;Дальневосточный регион
800;1558000;1558000;1;Ростелеком;Дальневосточный регион
800;1558888;1558888;1;Ростелеком;Дальневосточный регион
800;1777777;1777777;1;ЮнитТелеком;Москва и Московская область
800;1811800;1811899;100;Ростелеком;Российская Федерация, кроме Чукотского автономного округа
800;2000000;2009999;10000;Ростелеком;Российская Федерация
800;2010000;2019999;10000;Ростелеком;Москва
800;2020000;2020099;100;Наша сеть;Российская Федерация
800;2020202;2020202;1;Наша сеть;Российская Федерация
800;2020505;2020505;1;Наша сеть;Российская Федерация
800;2021111;2021111;1;Наша сеть;Российская Федерация
800;2022222;2022222;1;Наша сеть;Российская Федерация
800;2023333;2023333;1;Наша сеть;Российская Федерация
800;2024444;2024444;1;Наша сеть;Российская Федерация
800;2025555;2025555;1;Наша сеть;Российская Федерация
800;2026666;2026666;1;Наша сеть;Российская Федерация
800;2027777;2027777;1;Наша сеть;Российская Федерация
800;2028888;2028888;1;Наша сеть;Российская Федерация
800;2029999;2029999;1;Наша сеть;Российская Федерация
800;2200000;2200009;10;Ростелеком;Российская Федерация
800;2200022;2200022;1;Ростелеком;Российская Федерация
800;2200100;2200100;1;Ростелеком;Российская Федерация
800;2200111;2200111;1;Ростелеком;Российская Федерация
800;2200123;2200123;1;Ростелеком;Российская Федерация
800;2200200;2200200;1;Ростелеком;Российская Федерация
800;2200220;2200220;1;Ростелеком;Российская Федерация
800;2200222;2200222;1;Ростелеком;Российская Федерация
800;2200300;2200300;1;Ростелеком;Российская Федерация
800;2200333;2200333;1;Ростелеком;Российская Федерация
800;2200400;2200400;1;Ростелеком;Российская Федерация
800;2200444;2200444;1;Ростелеком;Российская Федерация
800;2200500;2200500;1;Ростелеком;Российская Федерация
800;2200555;2200555;1;Ростелеком;Российская Федерация
800;2200600;2200600;1;Ростелеком;Российская Федерация
800;2200666;2200666;1;Ростелеком;Российская Федерация
800;2200700;2200700;1;Ростелеком;Российская Федерация
800;2200777;2200777;1;Ростелеком;Российская Федерация
800;2200800;2200800;1;Ростелеком;Российская Федерация
800;2200888;2200888;1;Ростелеком;Российская Федерация
800;2200900;2200900;1;Ростелеком;Российская Федерация
800;2200999;2200999;1;Ростелеком;Российская Федерация
800;2201000;2201000;1;Ростелеком;Российская Федерация
800;2201111;2201111;1;Ростелеком;Российская Федерация
800;2201200;2201200;1;Ростелеком;Российская Федерация
800;2201220;2201220;1;Ростелеком;Российская Федерация
800;2201234;2201234;1;Ростелеком;Российская Федерация
800;2201520;2201520;1;Ростелеком;Российская Федерация
800;2202000;2202000;1;Ростелеком;Российская Федерация
800;2202002;2202002;1;Ростелеком;Российская Федерация
800;2202014;2202014;1;Ростелеком;Российская Федерация
800;2202020;2202020;1;Ростелеком;Российская Федерация
800;2202200;2202209;10;Ростелеком;Российская Федерация
800;2202220;2202220;1;Ростелеком;Российская Федерация
800;2202222;2202222;1;Ростелеком;Российская Федерация
800;2203000;2203000;1;Ростелеком;Российская Федерация
800;2203220;2203220;1;Ростелеком;Российская Федерация
800;2203333;2203333;1;Ростелеком;Российская Федерация
800;2204000;2204000;1;Ростелеком;Российская Федерация
800;2204220;2204220;1;Ростелеком;Российская Федерация
800;2204444;2204444;1;Ростелеком;Российская Федерация
800;2205000;2205000;1;Ростелеком;Российская Федерация
800;2205220;2205220;1;Ростелеком;Российская Федерация
800;2205555;2205555;1;Ростелеком;Российская Федерация
800;2206000;2206000;1;Ростелеком;Российская Федерация
800;2206220;2206220;1;Ростелеком;Российская Федерация
800;2206666;2206666;1;Ростелеком;Российская Федерация
800;2207000;2207000;1;Ростелеком;Российская Федерация
800;2207220;2207220;1;Ростелеком;Российская Федерация
800;2207777;2207777;1;Ростелеком;Российская Федерация
800;2208000;2208000;1;Ростелеком;Российская Федерация
800;2208220;2208220;1;Ростелеком;Российская Федерация
800;2208800;2208800;1;Ростелеком;Российская Федерация
800;2208880;2208880;1;Ростелеком;Российская Федерация
800;2208888;2208888;1;Ростелеком;Российская Федерация
800;2209000;2209000;1;Ростелеком;Российская Федерация
800;2209220;2209220;1;Ростелеком;Российская Федерация
800;2209999;2209999;1;Ростелеком;Российская Федерация
800;2220000;2229999;10000;МегаФон;Российская Федерация
800;2242222;2242222;1;Ростелеком;Российская Федерация
800;2250000;2250000;1;КОННЭКТ;Российская Федерация
800;2250505;2250505;1;КОННЭКТ;Российская Федерация
800;2251111;2251111;1;КОННЭКТ;Российская Федерация
800;2252222;2252222;1;КОННЭКТ;Российская Федерация
800;2252255;2252255;1;КОННЭКТ;Российская Федерация
800;2252525;2252525;1;КОННЭКТ;Российская Федерация
800;2255555;2255555;1;КОННЭКТ;Российская Федерация
800;2258800;2258800;1;КОННЭКТ;Российская Федерация
800;2258888;2258888;1;КОННЭКТ;Российская Федерация
800;2259999;2259999;1;КОННЭКТ;Российская Федерация
800;2320023;2320023;1;Ростелеком;Российская Федерация
800;2340000;2349999;10000;Мобильные ТелеСистемы;Российская Федерация
800;2400000;2400049;50;Мобифон-2000;Российская Федерация
800;2500000;2509999;10000;Мобильные ТелеСистемы;Российская Федерация
800;2580606;2580606;1;Вымпел-Коммуникации;Российская Федерация
800;2585885;2585885;1;Вымпел-Коммуникации;Российская Федерация
800;2586878;2586878;1;Вымпел-Коммуникации;Российская Федерация
800;2587777;2587777;1;Вымпел-Коммуникации;Российская Федерация
800;2666665;2666667;3;Компания ТрансТелеКом;Российская Федерация
800;2777776;2777778;3;Компания ТрансТелеКом;Российская Федерация
800;2876363;2876363;1;Ростелеком;Российская Федерация
800;3000000;3009999;10000;Ростелеком;Российская Федерация
800;3010000;3019999;10000;Ростелеком;Российская Федерация
800;3020000;3029999;10000;Ростелеком;Российская Федерация
800;3030000;3030000;1;Ростелеком;Российская Федерация
800;3030003;3030003;1;Ростелеком;Российская Федерация
800;3030111;3030111;1;Ростелеком;Российская Федерация
800;3030123;3030123;1;Ростелеком;Российская Федерация
800;3030222;3030222;1;Ростелеком;Российская Федерация
800;3030300;3030300;1;Ростелеком;Российская Федерация
800;3030303;3030303;1;Ростелеком;Российская Федерация
800;3030333;3030333;1;Ростелеком;Российская Федерация
800;3030444;3030444;1;Ростелеком;Российская Федерация
800;3030555;3030555;1;Ростелеком;Российская Федерация
800;3030666;3030666;1;Ростелеком;Российская Федерация
800;3030777;3030777;1;Ростелеком;Российская Федерация
800;3030800;3030800;1;Ростелеком;Российская Федерация
800;3030888;3030888;1;Ростелеком;Российская Федерация
800;3030999;3030999;1;Ростелеком;Российская Федерация
800;3031111;3031111;1;Ростелеком;Российская Федерация
800;3031234;3031234;1;Ростелеком;Российская Федерация
800;3031303;3031303;1;Ростелеком;Российская Федерация
800;3031520;3031520;1;Ростелеком;Российская Федерация
800;3032014;3032014;1;Ростелеком;Российская Федерация
800;3032222;3032222;1;Ростелеком;Российская Федерация
800;3032303;3032303;1;Ростелеком;Российская Федерация
800;3033000;3033000;1;Ростелеком;Российская Федерация
800;3033003;3033003;1;Ростелеком;Российская Федерация
800;3033030;3033039;10;Ростелеком;Российская Федерация
800;3033300;3033300;1;Ростелеком;Российская Федерация
800;3033303;3033303;1;Ростелеком;Российская Федерация
800;3033333;3033333;1;Ростелеком;Российская Федерация
800;3034303;3034303;1;Ростелеком;Российская Федерация
800;3034444;3034444;1;Ростелеком;Российская Федерация
800;3034567;3034567;1;Ростелеком;Российская Федерация
800;3035303;3035303;1;Ростелеком;Российская Федерация
800;3035555;3035555;1;Ростелеком;Российская Федерация
800;3036303;3036303;1;Ростелеком;Российская Федерация
800;3036666;3036666;1;Ростелеком;Российская Федерация
800;3037303;3037303;1;Ростелеком;Российская Федерация
800;3037777;3037777;1;Ростелеком;Российская Федерация
800;3038000;3038000;1;Ростелеком;Российская Федерация
800;3038303;3038303;1;Ростелеком;Российская Федерация
800;3038800;3038800;1;Ростелеком;Российская Федерация
800;3038880;3038880;1;Ростелеком;Российская Федерация
800;3038888;3038888;1;Ростелеком;Российская Федерация
800;3039303;3039303;1;Ростелеком;Российская Федерация
800;3039999;3039999;1;Ростелеком;Российская Федерация
800;3330000;3339999;10000;Межрегиональный ТранзитТелеком;Российская Федерация
800;3456789;3456789;1;Ростелеком;Российская Федерация
800;3470000;3479999;10000;Башинформсвязь;Республика Башкортостан
800;3500000;3509999;10000;Ростелеком;Российская Федерация
800;3510000;3519999;10000;Ростелеком;Северо-Западный регион
800;3530000;3530089;90;Курская телефонная компания;Курская область
800;3550000;3559999;10000;"Телекоммуникационная компания ""Телезон""";Красноярский край
800;3570000;3570009;10;Квантум;Санкт - Петербург
800;3600360;3600360;1;ЮнитТелеком;Москва и Московская область
800;3770000;3770000;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3771111;3771111;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3772222;3772222;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3773333;3773333;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3774444;3774444;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3775555;3775555;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777700;3777709;10;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777711;3777711;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777717;3777717;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777720;3777720;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777722;3777722;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777727;3777727;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777730;3777730;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777733;3777733;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777737;3777737;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777740;3777740;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777744;3777744;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777747;3777747;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777750;3777750;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777755;3777755;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777757;3777757;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777760;3777760;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777766;3777766;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777770;3777780;11;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777787;3777788;2;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777790;3777790;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777797;3777797;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3777799;3777799;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3778888;3778888;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3779999;3779999;1;Московская телекоммуникационная корпорация;Москва и Московская область
800;3810000;3819999;10000;Ростелеком;Сибирский регион
800;4000000;4009999;10000;Башинформсвязь;Республика Башкортостан
800;4040000;4040000;1;Оптимал Коммьюникейшн;Российская Федерация, кроме Чукотского автономного округа
800;4220220;4220220;1;ВЕСТ КОЛЛ ЛТД;Санкт - Петербург
800;4440000;4440000;1;МегаФон;Российская Федерация
800;4440004;4440004;1;МегаФон;Российская Федерация
800;4440008;4440008;1;МегаФон;Российская Федерация
800;4440010;4440010;1;МегаФон;Российская Федерация
800;4440011;4440011;1;МегаФон;Российская Федерация
800;4440015;4440015;1;МегаФон;Российская Федерация
800;4440016;4440016;1;МегаФон;Российская Федерация
800;4440022;4440022;1;МегаФон;Российская Федерация
800;4440030;4440030;1;МегаФон;Российская Федерация
800;4440033;4440033;1;МегаФон;Российская Федерация
800;4440034;4440034;1;МегаФон;Российская Федерация
800;4440036;4440036;1;МегаФон;Российская Федерация
800;4440040;4440040;1;МегаФон;Российская Федерация
800;4440043;4440043;1;МегаФон;Российская Федерация
800;4440044;4440044;1;МегаФон;Российская Федерация
800;4440050;4440050;1;МегаФон;Российская Федерация
800;4440053;4440053;1;МегаФон;Российская Федерация
800;4440055;4440055;1;МегаФон;Российская Федерация
800;4440060;4440060;1;МегаФон;Российская Федерация
800;4440061;4440061;1;МегаФон;Российская Федерация
800;4440066;4440066;1;МегаФон;Российская Федерация
800;4440070;4440070;1;МегаФон;Российская Федерация
800;4440074;4440074;1;МегаФон;Российская Федерация
800;4440077;4440077;1;МегаФон;Российская Федерация
800;4440080;4440080;1;МегаФон;Российская Федерация
800;4440088;4440088;1;МегаФон;Российская Федерация
800;4440090;4440090;1;МегаФон;Российская Федерация
800;4440097;4440097;1;МегаФон;Российская Федерация
800;4440099;4440099;1;МегаФон;Российская Федерация
800;4440100;4440100;1;МегаФон;Российская Федерация
800;4440101;4440101;1;МегаФон;Российская Федерация
800;4440110;4440110;1;МегаФон;Российская Федерация
800;4440111;4440111;1;МегаФон;Российская Федерация
800;4440123;4440123;1;МегаФон;Российская Федерация
800;4440145;4440145;1;МегаФон;Российская Федерация
800;4440155;4440155;1;МегаФон;Российская Федерация
800;4440170;4440170;1;МегаФон;Российская Федерация
800;4440180;4440180;1;МегаФон;Российская Федерация
800;4440197;4440197;1;МегаФон;Российская Федерация
800;4440199;4440199;1;МегаФон;Российская Федерация
800;4440201;4440201;1;МегаФон;Российская Федерация
800;4440202;4440202;1;МегаФон;Российская Федерация
800;4440220;4440220;1;МегаФон;Российская Федерация
800;4440222;4440222;1;МегаФон;Российская Федерация
800;4440275;4440275;1;МегаФон;Российская Федерация
800;4440303;4440303;1;МегаФон;Российская Федерация
800;4440314;4440314;1;МегаФон;Российская Федерация
800;4440330;4440330;1;МегаФон;Российская Федерация
800;4440333;4440333;1;МегаФон;Российская Федерация
800;4440334;4440334;1;МегаФон;Российская Федерация
800;4440400;4440400;1;МегаФон;Российская Федерация
800;4440403;4440403;1;МегаФон;Российская Федерация
800;4440404;4440404;1;МегаФон;Российская Федерация
800;4440440;4440440;1;МегаФон;Российская Федерация
800;4440443;4440443;1;МегаФон;Российская Федерация
800;4440444;4440444;1;МегаФон;Российская Федерация
800;4440445;4440445;1;МегаФон;Российская Федерация
800;4440500;4440500;1;МегаФон;Российская Федерация
800;4440505;4440505;1;МегаФон;Российская Федерация
800;4440540;4440540;1;МегаФон;Российская Федерация
800;4440550;4440550;1;МегаФон;Российская Федерация
800;4440555;4440555;1;МегаФон;Российская Федерация
800;4440606;4440606;1;МегаФон;Российская Федерация
800;4440640;4440640;1;МегаФон;Российская Федерация
800;4440660;4440660;1;МегаФон;Российская Федерация
800;4440666;4440666;1;МегаФон;Российская Федерация
800;4440707;4440707;1;МегаФон;Российская Федерация
800;4440770;4440770;1;МегаФон;Российская Федерация
800;4440777;4440777;1;МегаФон;Российская Федерация
800;4440800;4440800;1;МегаФон;Российская Федерация
800;4440808;4440808;1;МегаФон;Российская Федерация
800;4440880;4440880;1;МегаФон;Российская Федерация
800;4440888;4440888;1;МегаФон;Российская Федерация
800;4440911;4440911;1;МегаФон;Российская Федерация
800;4440990;4440990;1;МегаФон;Российская Федерация
800;4440999;4440999;1;МегаФон;Российская Федерация
800;4441001;4441001;1;МегаФон;Российская Федерация
800;4441010;4441010;1;МегаФон;Российская Федерация
800;4441111;4441111;1;МегаФон;Российская Федерация
800;4441144;4441144;1;МегаФон;Российская Федерация
800;4441234;4441234;1;МегаФон;Российская Федерация
800;4441400;4441400;1;МегаФон;Российская Федерация
800;4441444;4441444;1;МегаФон;Российская Федерация
800;4441513;4441513;1;МегаФон;Российская Федерация
800;4441515;4441515;1;МегаФон;Российская Федерация
800;4441555;4441555;1;МегаФон;Российская Федерация
800;4441800;4441800;1;МегаФон;Российская Федерация
800;4441994;4441994;1;МегаФон;Российская Федерация
800;4441997;4441997;1;МегаФон;Российская Федерация
800;4442002;4442002;1;МегаФон;Российская Федерация
800;4442012;4442012;1;МегаФон;Российская Федерация
800;4442013;4442013;1;МегаФон;Российская Федерация
800;4442014;4442014;1;МегаФон;Российская Федерация
800;4442015;4442015;1;МегаФон;Российская Федерация
800;4442016;4442016;1;МегаФон;Российская Федерация
800;4442017;4442017;1;МегаФон;Российская Федерация
800;4442020;4442020;1;МегаФон;Российская Федерация
800;4442200;4442200;1;МегаФон;Российская Федерация
800;4442220;4442220;1;МегаФон;Российская Федерация
800;4442222;4442222;1;МегаФон;Российская Федерация
800;4442344;4442344;1;МегаФон;Российская Федерация
800;4442444;4442444;1;МегаФон;Российская Федерация
800;4442525;4442525;1;МегаФон;Российская Федерация
800;4442555;4442555;1;МегаФон;Российская Федерация
800;4442626;4442626;1;МегаФон;Российская Федерация
800;4442800;4442800;1;МегаФон;Российская Федерация
800;4443000;4443000;1;МегаФон;Российская Федерация
800;4443003;4443003;1;МегаФон;Российская Федерация
800;4443030;4443030;1;МегаФон;Российская Федерация
800;4443033;4443033;1;МегаФон;Российская Федерация
800;4443103;4443103;1;МегаФон;Российская Федерация
800;4443300;4443300;1;МегаФон;Российская Федерация
800;4443320;4443320;1;МегаФон;Российская Федерация
800;4443330;4443330;1;МегаФон;Российская Федерация
800;4443333;4443333;1;МегаФон;Российская Федерация
800;4443377;4443377;1;МегаФон;Российская Федерация
800;4443555;4443555;1;МегаФон;Российская Федерация
800;4443639;4443639;1;МегаФон;Российская Федерация
800;4444000;4444000;1;МегаФон;Российская Федерация
800;4444001;4444001;1;МегаФон;Российская Федерация
800;4444004;4444004;1;МегаФон;Российская Федерация
800;4444007;4444007;1;МегаФон;Российская Федерация
800;4444008;4444008;1;МегаФон;Российская Федерация
800;4444040;4444040;1;МегаФон;Российская Федерация
800;4444044;4444044;1;МегаФон;Российская Федерация
800;4444081;4444081;1;МегаФон;Российская Федерация
800;4444099;4444099;1;МегаФон;Российская Федерация
800;4444111;4444111;1;МегаФон;Российская Федерация
800;4444180;4444180;1;МегаФон;Российская Федерация
800;4444200;4444200;1;МегаФон;Российская Федерация
800;4444220;4444220;1;МегаФон;Российская Федерация
800;4444222;4444222;1;МегаФон;Российская Федерация
800;4444300;4444300;1;МегаФон;Российская Федерация
800;4444321;4444321;1;МегаФон;Российская Федерация
800;4444337;4444337;1;МегаФон;Российская Федерация
800;4444357;4444357;1;МегаФон;Российская Федерация
800;4444400;4444400;1;МегаФон;Российская Федерация
800;4444404;4444404;1;МегаФон;Российская Федерация
800;4444408;4444408;1;МегаФон;Российская Федерация
800;4444422;4444422;1;МегаФон;Российская Федерация
800;4444424;4444424;1;МегаФон;Российская Федерация
800;4444440;4444440;1;МегаФон;Российская Федерация
800;4444441;4444441;1;МегаФон;Российская Федерация
800;4444442;4444442;1;МегаФон;Российская Федерация
800;4444443;4444443;1;МегаФон;Российская Федерация
800;4444444;4444444;1;МегаФон;Российская Федерация
800;4444445;4444445;1;МегаФон;Российская Федерация
800;4444446;4444446;1;МегаФон;Российская Федерация
800;4444447;4444447;1;МегаФон;Российская Федерация
800;4444448;4444448;1;МегаФон;Российская Федерация
800;4444449;4444449;1;МегаФон;Российская Федерация
800;4444454;4444454;1;МегаФон;Российская Федерация
800;4444456;4444456;1;МегаФон;Российская Федерация
800;4444500;4444500;1;МегаФон;Российская Федерация
800;4444555;4444555;1;МегаФон;Российская Федерация
800;4444567;4444567;1;МегаФон;Российская Федерация
800;4444600;4444600;1;МегаФон;Российская Федерация
800;4444700;4444700;1;МегаФон;Российская Федерация
800;4444774;4444774;1;МегаФон;Российская Федерация
800;4444777;4444777;1;МегаФон;Российская Федерация
800;4444800;4444800;1;МегаФон;Российская Федерация
800;4444888;4444888;1;МегаФон;Российская Федерация
800;4444900;4444900;1;МегаФон;Российская Федерация
800;4444911;4444911;1;МегаФон;Российская Федерация
800;4444999;4444999;1;МегаФон;Российская Федерация
800;4445000;4445000;1;МегаФон;Российская Федерация
800;4445005;4445005;1;МегаФон;Российская Федерация
800;4445044;4445044;1;МегаФон;Российская Федерация
800;4445050;4445050;1;МегаФон;Российская Федерация
800;4445100;4445100;1;МегаФон;Российская Федерация
800;4445400;4445400;1;МегаФон;Российская Федерация
800;4445444;4445444;1;МегаФон;Российская Федерация
800;4445466;4445466;1;МегаФон;Российская Федерация
800;4445500;4445500;1;МегаФон;Российская Федерация
800;4445505;4445505;1;МегаФон;Российская Федерация
800;4445535;4445535;1;МегаФон;Российская Федерация
800;4445544;4445544;1;МегаФон;Российская Федерация
800;4445550;4445550;1;МегаФон;Российская Федерация
800;4445551;4445551;1;МегаФон;Российская Федерация
800;4445552;4445552;1;МегаФон;Российская Федерация
800;4445553;4445553;1;МегаФон;Российская Федерация
800;4445554;4445554;1;МегаФон;Российская Федерация
800;4445555;4445555;1;МегаФон;Российская Федерация
800;4445556;4445556;1;МегаФон;Российская Федерация
800;4445557;4445557;1;МегаФон;Российская Федерация
800;4445558;4445558;1;МегаФон;Российская Федерация
800;4445559;4445559;1;МегаФон;Российская Федерация
800;4445678;4445678;1;МегаФон;Российская Федерация
800;4445858;4445858;1;МегаФон;Российская Федерация
800;4446000;4446000;1;МегаФон;Российская Федерация
800;4446006;4446006;1;МегаФон;Российская Федерация
800;4446060;4446060;1;МегаФон;Российская Федерация
800;4446200;4446200;1;МегаФон;Российская Федерация
800;4446383;4446383;1;МегаФон;Российская Федерация
800;4446400;4446400;1;МегаФон;Российская Федерация
800;4446444;4446444;1;МегаФон;Российская Федерация
800;4446555;4446555;1;МегаФон;Российская Федерация
800;4446556;4446556;1;МегаФон;Российская Федерация
800;4446559;4446559;1;МегаФон;Российская Федерация
800;4446600;4446600;1;МегаФон;Российская Федерация
800;4446660;4446660;1;МегаФон;Российская Федерация
800;4446789;4446789;1;МегаФон;Российская Федерация
800;4446975;4446975;1;МегаФон;Российская Федерация
800;4447000;4447000;1;МегаФон;Российская Федерация
800;4447007;4447007;1;МегаФон;Российская Федерация
800;4447070;4447070;1;МегаФон;Российская Федерация
800;4447344;4447344;1;МегаФон;Российская Федерация
800;4447400;4447400;1;МегаФон;Российская Федерация
800;4447444;4447444;1;МегаФон;Российская Федерация
800;4447500;4447500;1;МегаФон;Российская Федерация
800;4447525;4447525;1;МегаФон;Российская Федерация
800;4447526;4447526;1;МегаФон;Российская Федерация
800;4447555;4447555;1;МегаФон;Российская Федерация
800;4447700;4447700;1;МегаФон;Российская Федерация
800;4447711;4447711;1;МегаФон;Российская Федерация
800;4447770;4447770;1;МегаФон;Российская Федерация
800;4447773;4447773;1;МегаФон;Российская Федерация
800;4447777;4447777;1;МегаФон;Российская Федерация
800;4447788;4447788;1;МегаФон;Российская Федерация
800;4447900;4447900;1;МегаФон;Российская Федерация
800;4448000;4448000;1;МегаФон;Российская Федерация
800;4448001;4448001;1;МегаФон;Российская Федерация
800;4448002;4448002;1;МегаФон;Российская Федерация
800;4448003;4448003;1;МегаФон;Российская Федерация
800;4448004;4448004;1;МегаФон;Российская Федерация
800;4448005;4448005;1;МегаФон;Российская Федерация
800;4448006;4448006;1;МегаФон;Российская Федерация
800;4448007;4448007;1;МегаФон;Российская Федерация
800;4448008;4448008;1;МегаФон;Российская Федерация
800;4448009;4448009;1;МегаФон;Российская Федерация
800;4448080;4448080;1;МегаФон;Российская Федерация
800;4448088;4448088;1;МегаФон;Российская Федерация
800;4448294;4448294;1;МегаФон;Российская Федерация
800;4448400;4448400;1;МегаФон;Российская Федерация
800;4448444;4448444;1;МегаФон;Российская Федерация
800;4448484;4448484;1;МегаФон;Российская Федерация
800;4448555;4448555;1;МегаФон;Российская Федерация
800;4448800;4448800;1;МегаФон;Российская Федерация
800;4448880;4448880;1;МегаФон;Российская Федерация
800;4448884;4448884;1;МегаФон;Российская Федерация
800;4448885;4448885;1;МегаФон;Российская Федерация
800;4448888;4448888;1;МегаФон;Российская Федерация
800;4449000;4449000;1;МегаФон;Российская Федерация
800;4449009;4449009;1;МегаФон;Российская Федерация
800;4449090;4449090;1;МегаФон;Российская Федерация
800;4449100;4449100;1;МегаФон;Российская Федерация
800;4449187;4449187;1;МегаФон;Российская Федерация
800;4449400;4449400;1;МегаФон;Российская Федерация
800;4449444;4449444;1;МегаФон;Российская Федерация
800;4449555;4449555;1;МегаФон;Российская Федерация
800;4449900;4449900;1;МегаФон;Российская Федерация
800;4449990;4449990;1;МегаФон;Российская Федерация
800;4500000;4509999;10000;Ростелеком;Центральный регион
800;5000000;5009999;10000;Эквант;Российская Федерация
800;5050000;5059999;10000;АУДИОТЕЛЕ;Москва
800;5100000;5100009;10;Ростелеком;Российская Федерация
800;5100015;5100015;1;Ростелеком;Российская Федерация
800;5100051;5100051;1;Ростелеком;Российская Федерация
800;5100100;5100100;1;Ростелеком;Российская Федерация
800;5100111;5100111;1;Ростелеком;Российская Федерация
800;5100123;5100123;1;Ростелеком;Российская Федерация
800;5100200;5100200;1;Ростелеком;Российская Федерация
800;5100222;5100222;1;Ростелеком;Российская Федерация
800;5100300;5100300;1;Ростелеком;Российская Федерация
800;5100333;5100333;1;Ростелеком;Российская Федерация
800;5100400;5100400;1;Ростелеком;Российская Федерация
800;5100444;5100444;1;Ростелеком;Российская Федерация
800;5100500;5100500;1;Ростелеком;Российская Федерация
800;5100510;5100510;1;Ростелеком;Российская Федерация
800;5100555;5100555;1;Ростелеком;Российская Федерация
800;5100600;5100600;1;Ростелеком;Российская Федерация
800;5100666;5100666;1;Ростелеком;Российская Федерация
800;5100700;5100700;1;Ростелеком;Российская Федерация
800;5100777;5100777;1;Ростелеком;Российская Федерация
800;5100800;5100800;1;Ростелеком;Российская Федерация
800;5100888;5100888;1;Ростелеком;Российская Федерация
800;5100900;5100900;1;Ростелеком;Российская Федерация
800;5100999;5100999;1;Ростелеком;Российская Федерация
800;5101000;5101000;1;Ростелеком;Российская Федерация
800;5101010;5101010;1;Ростелеком;Российская Федерация
800;5101111;5101111;1;Ростелеком;Российская Федерация
800;5101234;5101234;1;Ростелеком;Российская Федерация
800;5101510;5101510;1;Ростелеком;Российская Федерация
800;5101520;5101520;1;Ростелеком;Российская Федерация
800;5102000;5102000;1;Ростелеком;Российская Федерация
800;5102014;5102014;1;Ростелеком;Российская Федерация
800;5102222;5102222;1;Ростелеком;Российская Федерация
800;5102510;5102510;1;Ростелеком;Российская Федерация
800;5103000;5103000;1;Ростелеком;Российская Федерация
800;5103333;5103333;1;Ростелеком;Российская Федерация
800;5103510;5103510;1;Ростелеком;Российская Федерация
