АВС/ DEF;От;До;Емкость;Оператор;Регион
302;2287000;2287999;1000;Вымпел-Коммуникации;Чита |Забайкальский край
302;2288800;2288899;100;Гамма Телеком;Чита |Забайкальский край
302;2300000;2309999;10000;АСВТ(Москва);Чита |Читинская область
302;2310000;2341999;32000;Ростелеком;Чита |Забайкальский край
302;2342000;2343999;2000;В/Ч 55312;Чита |Читинская область
302;2344000;2369999;26000;Ростелеком;Чита |Забайкальский край
302;2370100;2370299;200;Ростелеком;Читинский |Забайкальский край
302;2370310;2370359;50;Ростелеком;Читинский |Забайкальский край
302;2370400;2370699;300;Ростелеком;Читинский |Забайкальский край
302;2370710;2370759;50;Ростелеком;Читинский |Забайкальский край
302;2370800;2370815;16;Ростелеком;Читинский |Забайкальский край
302;2370840;2370869;30;Ростелеком;Читинский |Забайкальский край
302;2371100;2371699;600;Ростелеком;Читинский |Забайкальский край
302;2372100;2372799;700;Ростелеком;Читинский |Забайкальский край
302;2373100;2373499;400;Ростелеком;Читинский |Забайкальский край
302;2373500;2373554;55;МегаФон;Читинский |Забайкальский край
302;2373600;2373799;200;Ростелеком;Читинский |Забайкальский край
302;2374100;2374299;200;Ростелеком;Читинский |Забайкальский край
302;2374400;2374855;456;Ростелеком;Читинский |Забайкальский край
302;2375100;2375339;240;Ростелеком;Читинский |Забайкальский край
302;2375400;2375499;100;Ростелеком;Читинский |Забайкальский край
302;2376100;2376215;116;Ростелеком;Читинский |Забайкальский край
302;2376300;2376815;516;Ростелеком;Читинский |Забайкальский край
302;2377100;2377440;341;Ростелеком;Читинский |Забайкальский край
302;2377500;2377815;316;Ростелеком;Читинский |Забайкальский край
302;2378400;2378599;200;Ростелеком;Читинский |Забайкальский край
302;2379100;2379399;300;Ростелеком;Читинский |Забайкальский край
302;2380000;2389999;10000;Межрегиональная распределительная сетевая компания Сибири;Чита |Забайкальский край
302;2390000;2399999;10000;Ростелеком;Чита |Забайкальский край
302;2400000;2402999;3000;Связь Комплект;Чита |Забайкальский край
302;2404000;2404199;200;Гамма Телеком;Чита |Забайкальский край
302;2410000;2419999;10000;Ростелеком;Чита |Забайкальский край
302;2420000;2420999;1000;Волгатранстелеком,;Чита |Читинская область
302;2421000;2421999;1000;Волгатранстелеком,;Чита |Читинская область
